"","GEOID2","Display","AvgAge","AvgIncome","AvgEducation","ProportionEmployed"
"42","300630011003","Block Group 3, Census Tract 11, Missoula County, Montana","32.1606441476826","32313.5682447046","4.79192546583851","0.821527138914443"
"43","300630012001","Block Group 1, Census Tract 12, Missoula County, Montana","30.4682320441989","44936.5707397667","5.45478723404255","0.774378585086042"
"44","300630012002","Block Group 2, Census Tract 12, Missoula County, Montana","35.4920886075949","28306.6860465116","5.106239460371","0.707878787878788"
"45","300630012003","Block Group 3, Census Tract 12, Missoula County, Montana","36.361328125","35911.6022099448","4.93991712707182","0.774445893089961"
"46","300630012004","Block Group 4, Census Tract 12, Missoula County, Montana","32.7537707390649","25733.7263578952","4.89509202453988","0.699208443271768"
"47","300630013021","Block Group 1, Census Tract 13.02, Missoula County, Montana","37.7829596412556","39345.1178646212","5","0.679781420765027"
"48","300630013022","Block Group 2, Census Tract 13.02, Missoula County, Montana","49.5041208791209","56658.9506701956","5.40454545454545","0.67466110531804"
"49","300630013023","Block Group 3, Census Tract 13.02, Missoula County, Montana","43.0122732123799","54401.5126781244","5.13565340909091","0.642265193370166"
"50","300630013024","Block Group 4, Census Tract 13.02, Missoula County, Montana","33.1382222222222","46008.5836909871","4.7515479876161","0.784933171324423"
"51","300630013025","Block Group 5, Census Tract 13.02, Missoula County, Montana","39.1128293241695","35267.9782903664","4.92156862745098","0.739707835325365"
"52","300630013031","Block Group 1, Census Tract 13.03, Missoula County, Montana","43.1242290748899","37229.1196388262","4.76143386897404","0.635593220338983"
"53","300630013032","Block Group 2, Census Tract 13.03, Missoula County, Montana","33.7934842628382","42170.4863985467","4.97963800904977","0.656199677938808"
"54","300630013033","Block Group 3, Census Tract 13.03, Missoula County, Montana","45.0707295373665","27440.2907580478","4.80122494432071","0.516221374045801"
"55","300630013034","Block Group 4, Census Tract 13.03, Missoula County, Montana","37.03996003996","27473.1503579952","5.00220588235294","0.831096196868009"
"56","300630013041","Block Group 1, Census Tract 13.04, Missoula County, Montana","45.4167459562322","39532.8586108984","5.42173350582148","0.661157024793388"
"57","300630013042","Block Group 2, Census Tract 13.04, Missoula County, Montana","38.2324080051646","50179.0354188884","4.47484599589322","0.638912489379779"
"58","300630013043","Block Group 3, Census Tract 13.04, Missoula County, Montana","37.614262560778","43684.6722062217","5.21495327102804","0.498432601880878"
"59","300630013044","Block Group 4, Census Tract 13.04, Missoula County, Montana","32.3428794992175","47710.5732359424","5.06173496540713","0.749888343010272"
"60","300630014001","Block Group 1, Census Tract 14, Missoula County, Montana","37.8558492413118","33057.3551317903","4.51737871107893","0.597980997624703"
"61","300630014002","Block Group 2, Census Tract 14, Missoula County, Montana","39.4733802109493","34426.4978629913","4.32032927702219","0.696670776818742"
"62","300630014003","Block Group 3, Census Tract 14, Missoula County, Montana","45.9509943181818","56422.8036521987","4.7803605313093","0.551020408163265"
"63","300630014004","Block Group 4, Census Tract 14, Missoula County, Montana","37.4885057471264","27530.701754386","4.13962264150943","0.694682675814751"
"64","300630014005","Block Group 5, Census Tract 14, Missoula County, Montana","37.7616707616708","26597.6821192053","4.05234657039711","0.626728110599078"
"65","300630015001","Block Group 1, Census Tract 15, Missoula County, Montana","43.3077367205543","45193.898852384","5.28892215568862","0.723796033994334"
"66","300630015002","Block Group 2, Census Tract 15, Missoula County, Montana","35.5359795728876","39829.0813621765","4.70288248337029","0.618757612667479"
"67","300630015003","Block Group 3, Census Tract 15, Missoula County, Montana","36.8765498652291","37761.147329197","4.80037313432836","0.748974008207934"
"68","300630015004","Block Group 4, Census Tract 15, Missoula County, Montana","43.610566829951","29845.2157598499","4.72678916827853","0.622107969151671"
"69","300630016001","Block Group 1, Census Tract 16, Missoula County, Montana","39.0015885623511","39775.0507309814","4.72089721749006","0.731365682841421"
"70","300630016002","Block Group 2, Census Tract 16, Missoula County, Montana","37.2894389438944","24177.4675972084","4.7148554336989","0.524936601859679"
"71","300630016003","Block Group 3, Census Tract 16, Missoula County, Montana","33.4783047426842","54518.5811444241","4.87154150197628","0.740963855421687"
"72","300630016004","Block Group 4, Census Tract 16, Missoula County, Montana","48.5614035087719","47903.5918022473","4.58213096559378","0.605514316012725"
"73","300630018001","Block Group 1, Census Tract 18, Missoula County, Montana","44.6582142857143","30396.8170107713","4.37332053742802","0.51240376390077"
"74","300630018002","Block Group 2, Census Tract 18, Missoula County, Montana","46.4581993569132","43283.6528018226","4.54304160688666","0.395886889460154"
"75","300630018003","Block Group 3, Census Tract 18, Missoula County, Montana","39.4794794794795","29101.1683629326","4.53576751117735","0.524330900243309"
"76","300630018004","Block Group 4, Census Tract 18, Missoula County, Montana","50.102652259332","29646.7065868263","4.76862980769231","0.422764227642276"
